,Number of combinations,Conditions,Loan,No Loan,Conversion Ratio
2166,3.0,(df['Family'] >= 1) & (df['Education'] >= 1) & (df['Mortgage'] >= 318.0),63.0,100.0,38.65030674846626
2167,3.0,(df['Family'] >= 1) & (df['Education'] >= 1) & (df['Mortgage'] >= 476.0),19.0,12.0,61.29032258064516
2168,3.0,(df['Family'] >= 1) & (df['Education'] >= 2) & (df['Mortgage'] >= -2.0),387.0,2517.0,13.326446280991735
2169,3.0,(df['Family'] >= 1) & (df['Education'] >= 2) & (df['Mortgage'] >= 159.0),99.0,277.0,26.329787234042552
2170,3.0,(df['Family'] >= 1) & (df['Education'] >= 2) & (df['Mortgage'] >= 318.0),49.0,19.0,72.05882352941177
2171,3.0,(df['Family'] >= 1) & (df['Education'] >= 2) & (df['Mortgage'] >= 476.0),16.0,0.0,100.0
2172,3.0,(df['Family'] >= 1) & (df['Education'] >= 3) & (df['Mortgage'] >= -2.0),205.0,1296.0,13.657561625582945
2173,3.0,(df['Family'] >= 1) & (df['Education'] >= 3) & (df['Mortgage'] >= 159.0),55.0,149.0,26.96078431372549
2174,3.0,(df['Family'] >= 1) & (df['Education'] >= 3) & (df['Mortgage'] >= 318.0),26.0,6.0,81.25
2175,3.0,(df['Family'] >= 1) & (df['Education'] >= 3) & (df['Mortgage'] >= 476.0),8.0,0.0,100.0
2176,3.0,(df['Family'] >= 2) & (df['Education'] >= 1) & (df['Mortgage'] >= -2.0),373.0,3155.0,10.572562358276643
2177,3.0,(df['Family'] >= 2) & (df['Education'] >= 1) & (df['Mortgage'] >= 159.0),110.0,403.0,21.44249512670565
2178,3.0,(df['Family'] >= 2) & (df['Education'] >= 1) & (df['Mortgage'] >= 318.0),55.0,56.0,49.549549549549546
2179,3.0,(df['Family'] >= 2) & (df['Education'] >= 1) & (df['Mortgage'] >= 476.0),15.0,6.0,71.42857142857143
2180,3.0,(df['Family'] >= 2) & (df['Education'] >= 2) & (df['Mortgage'] >= -2.0),289.0,1821.0,13.696682464454977
2181,3.0,(df['Family'] >= 2) & (df['Education'] >= 2) & (df['Mortgage'] >= 159.0),82.0,194.0,29.71014492753623
2182,3.0,(df['Family'] >= 2) & (df['Education'] >= 2) & (df['Mortgage'] >= 318.0),42.0,12.0,77.77777777777779
2183,3.0,(df['Family'] >= 2) & (df['Education'] >= 2) & (df['Mortgage'] >= 476.0),12.0,0.0,100.0
2184,3.0,(df['Family'] >= 2) & (df['Education'] >= 3) & (df['Mortgage'] >= -2.0),147.0,886.0,14.230396902226525
2185,3.0,(df['Family'] >= 2) & (df['Education'] >= 3) & (df['Mortgage'] >= 159.0),45.0,103.0,30.405405405405407
2186,3.0,(df['Family'] >= 2) & (df['Education'] >= 3) & (df['Mortgage'] >= 318.0),22.0,2.0,91.66666666666666
2187,3.0,(df['Family'] >= 2) & (df['Education'] >= 3) & (df['Mortgage'] >= 476.0),5.0,0.0,100.0
2188,3.0,(df['Family'] >= 3) & (df['Education'] >= 1) & (df['Mortgage'] >= -2.0),267.0,1965.0,11.96236559139785
2189,3.0,(df['Family'] >= 3) & (df['Education'] >= 1) & (df['Mortgage'] >= 159.0),78.0,226.0,25.657894736842106
2190,3.0,(df['Family'] >= 3) & (df['Education'] >= 1) & (df['Mortgage'] >= 318.0),40.0,9.0,81.63265306122449
2191,3.0,(df['Family'] >= 3) & (df['Education'] >= 1) & (df['Mortgage'] >= 476.0),10.0,0.0,100.0
2192,3.0,(df['Family'] >= 3) & (df['Education'] >= 2) & (df['Mortgage'] >= -2.0),187.0,1284.0,12.712440516655338
2193,3.0,(df['Family'] >= 3) & (df['Education'] >= 2) & (df['Mortgage'] >= 159.0),50.0,135.0,27.027027027027028
2194,3.0,(df['Family'] >= 3) & (df['Education'] >= 2) & (df['Mortgage'] >= 318.0),27.0,7.0,79.41176470588235
2195,3.0,(df['Family'] >= 3) & (df['Education'] >= 2) & (df['Mortgage'] >= 476.0),7.0,0.0,100.0
2196,3.0,(df['Family'] >= 3) & (df['Education'] >= 3) & (df['Mortgage'] >= -2.0),95.0,564.0,14.41578148710167
2197,3.0,(df['Family'] >= 3) & (df['Education'] >= 3) & (df['Mortgage'] >= 159.0),25.0,64.0,28.08988764044944
2198,3.0,(df['Family'] >= 3) & (df['Education'] >= 3) & (df['Mortgage'] >= 318.0),15.0,2.0,88.23529411764706
2199,3.0,(df['Family'] >= 3) & (df['Education'] >= 3) & (df['Mortgage'] >= 476.0),3.0,0.0,100.0
2200,3.0,(df['Family'] >= 4) & (df['Education'] >= 1) & (df['Mortgage'] >= -2.0),134.0,1088.0,10.965630114566286
2201,3.0,(df['Family'] >= 4) & (df['Education'] >= 1) & (df['Mortgage'] >= 159.0),40.0,118.0,25.31645569620253
2202,3.0,(df['Family'] >= 4) & (df['Education'] >= 1) & (df['Mortgage'] >= 318.0),20.0,4.0,83.33333333333334
2203,3.0,(df['Family'] >= 4) & (df['Education'] >= 1) & (df['Mortgage'] >= 476.0),5.0,0.0,100.0
2204,3.0,(df['Family'] >= 4) & (df['Education'] >= 2) & (df['Mortgage'] >= -2.0),94.0,716.0,11.604938271604938
2205,3.0,(df['Family'] >= 4) & (df['Education'] >= 2) & (df['Mortgage'] >= 159.0),24.0,77.0,23.762376237623762
2206,3.0,(df['Family'] >= 4) & (df['Education'] >= 2) & (df['Mortgage'] >= 318.0),13.0,4.0,76.47058823529412
2207,3.0,(df['Family'] >= 4) & (df['Education'] >= 2) & (df['Mortgage'] >= 476.0),3.0,0.0,100.0
2208,3.0,(df['Family'] >= 4) & (df['Education'] >= 3) & (df['Mortgage'] >= -2.0),46.0,335.0,12.073490813648293
2209,3.0,(df['Family'] >= 4) & (df['Education'] >= 3) & (df['Mortgage'] >= 159.0),11.0,41.0,21.153846153846153
2210,3.0,(df['Family'] >= 4) & (df['Education'] >= 3) & (df['Mortgage'] >= 318.0),6.0,1.0,85.71428571428571
2211,3.0,(df['Family'] >= 4) & (df['Education'] >= 3) & (df['Mortgage'] >= 476.0),2.0,0.0,100.0
2212,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CD Account'] == 0),331.0,3992.0,7.6567198704603285
2213,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CD Account'] == 1),89.0,66.0,57.41935483870968
2214,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CD Account'] == 0),9.0,366.0,2.4
2215,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CD Account'] == 1),51.0,96.0,34.69387755102041
2216,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CD Account'] == 0),264.0,2766.0,8.712871287128712
2217,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CD Account'] == 1),70.0,48.0,59.32203389830508
2218,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CD Account'] == 0),5.0,274.0,1.7921146953405016
2219,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CD Account'] == 1),34.0,67.0,33.663366336633665
2220,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['CD Account'] == 0),181.0,1723.0,9.506302521008402
2221,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['CD Account'] == 1),57.0,26.0,68.67469879518072
2222,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['CD Account'] == 0),3.0,173.0,1.7045454545454544
2223,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['CD Account'] == 1),26.0,43.0,37.68115942028986
2224,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['CD Account'] == 0),95.0,947.0,9.117082533589253
2225,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['CD Account'] == 1),29.0,12.0,70.73170731707317
2226,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['CD Account'] == 0),1.0,109.0,0.9090909090909091
2227,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['CD Account'] == 1),9.0,20.0,31.03448275862069
2228,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['Online'] == 0),170.0,1645.0,9.366391184573002
2229,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['Online'] == 1),250.0,2413.0,9.38790837401427
2230,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['Online'] == 0),19.0,182.0,9.45273631840796
2231,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['Online'] == 1),41.0,280.0,12.77258566978193
2232,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['Online'] == 0),140.0,1139.0,10.946051602814698
2233,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['Online'] == 1),194.0,1675.0,10.379882289994649
2234,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['Online'] == 0),10.0,138.0,6.756756756756757
2235,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['Online'] == 1),29.0,203.0,12.5
2236,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['Online'] == 0),100.0,679.0,12.836970474967908
2237,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['Online'] == 1),138.0,1070.0,11.42384105960265
2238,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['Online'] == 0),8.0,92.0,8.0
2239,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['Online'] == 1),21.0,124.0,14.482758620689657
2240,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['Online'] == 0),56.0,367.0,13.238770685579196
2241,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['Online'] == 1),68.0,592.0,10.303030303030303
2242,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['Online'] == 0),1.0,56.0,1.7543859649122806
2243,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['Online'] == 1),9.0,73.0,10.975609756097562
2244,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CreditCard'] == 0),294.0,2857.0,9.330371310695018
2245,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CreditCard'] == 1),126.0,1201.0,9.495101733232856
2246,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CreditCard'] == 0),43.0,336.0,11.345646437994723
2247,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CreditCard'] == 1),17.0,126.0,11.888111888111888
2248,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CreditCard'] == 0),232.0,1959.0,10.588772250114104
2249,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CreditCard'] == 1),102.0,855.0,10.658307210031348
2250,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CreditCard'] == 0),28.0,249.0,10.108303249097473
2251,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CreditCard'] == 1),11.0,92.0,10.679611650485436
2252,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['CreditCard'] == 0),161.0,1232.0,11.557788944723619
2253,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['CreditCard'] == 1),77.0,517.0,12.962962962962962
2254,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['CreditCard'] == 0),21.0,161.0,11.538461538461538
2255,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['CreditCard'] == 1),8.0,55.0,12.698412698412698
2256,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['CreditCard'] == 0),82.0,665.0,10.977242302543507
2257,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['CreditCard'] == 1),42.0,294.0,12.5
2258,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['CreditCard'] == 0),7.0,102.0,6.422018348623854
2259,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['CreditCard'] == 1),3.0,27.0,10.0
2260,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 90),420.0,4058.0,9.379187137114783
2261,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 91),363.0,3486.0,9.431021044427123
2262,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 92),315.0,3026.0,9.428314875785693
2263,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 93),228.0,2228.0,9.283387622149837
2264,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 94),189.0,1893.0,9.077809798270893
2265,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 95),73.0,698.0,9.46822308690013
2266,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 96),2.0,33.0,5.714285714285714
2267,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 90),60.0,462.0,11.494252873563218
2268,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 91),50.0,398.0,11.160714285714286
2269,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 92),43.0,348.0,10.997442455242968
2270,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 93),36.0,252.0,12.5
2271,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 94),32.0,213.0,13.061224489795919
2272,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 95),10.0,74.0,11.904761904761903
2273,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 96),1.0,4.0,20.0
2274,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 90),334.0,2814.0,10.609911054637864
2275,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 91),289.0,2429.0,10.632818248712288
2276,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 92),250.0,2119.0,10.552975939214859
2277,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 93),180.0,1558.0,10.356731875719218
2278,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 94),146.0,1341.0,9.818426361802286
2279,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 95),54.0,496.0,9.818181818181818
2280,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 96),2.0,26.0,7.142857142857142
2281,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 90),39.0,341.0,10.263157894736842
2282,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 91),34.0,297.0,10.27190332326284
2283,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 92),30.0,258.0,10.416666666666668
2284,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 93),25.0,183.0,12.01923076923077
2285,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 94),23.0,158.0,12.70718232044199
2286,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 95),8.0,53.0,13.114754098360656
2287,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 96),1.0,4.0,20.0
2288,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 90),238.0,1749.0,11.977856064418722
2289,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 91),209.0,1506.0,12.186588921282798
2290,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 92),183.0,1325.0,12.13527851458886
2291,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 93),126.0,991.0,11.280214861235452
2292,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 94),106.0,850.0,11.08786610878661
2293,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 95),39.0,308.0,11.239193083573488
2294,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 96),2.0,16.0,11.11111111111111
2295,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 90),29.0,216.0,11.83673469387755
2296,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 91),25.0,189.0,11.682242990654206
2297,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 92),21.0,162.0,11.475409836065573
2298,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 93),17.0,113.0,13.076923076923078
2299,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 94),15.0,97.0,13.392857142857142
2300,3.0,(df['Family'] >= 3) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 95),4.0,38.0,9.523809523809524
2301,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 90),124.0,959.0,11.449676823638043
2302,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 91),109.0,822.0,11.707841031149302
2303,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 92),97.0,729.0,11.743341404358354
2304,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 93),67.0,554.0,10.789049919484702
2305,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 94),55.0,479.0,10.299625468164795
2306,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 95),17.0,171.0,9.042553191489363
2307,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 96),1.0,8.0,11.11111111111111
2308,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 90),10.0,129.0,7.194244604316546
2309,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 91),9.0,116.0,7.199999999999999
2310,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 92),8.0,102.0,7.2727272727272725
2311,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 93),6.0,65.0,8.450704225352112
2312,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 94),4.0,56.0,6.666666666666667
2313,3.0,(df['Family'] >= 4) & (df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 95),2.0,24.0,7.6923076923076925
2314,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 0.0),420.0,4058.0,9.379187137114783
2315,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 1.0),377.0,2578.0,12.758037225042301
2316,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 2.0),336.0,1380.0,19.58041958041958
2317,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 3.0),289.0,511.0,36.125
2318,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 4.0),196.0,321.0,37.9110251450677
2319,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 5.0),125.0,196.0,38.940809968847354
2320,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 6.0),75.0,167.0,30.991735537190085
2321,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 7.0),37.0,88.0,29.599999999999998
2322,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 8.0),16.0,29.0,35.55555555555556
2323,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 9.0),6.0,0.0,100.0
2324,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 0.0),60.0,462.0,11.494252873563218
2325,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 1.0),56.0,306.0,15.469613259668508
2326,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 2.0),52.0,173.0,23.11111111111111
2327,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 3.0),43.0,59.0,42.15686274509804
2328,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 4.0),32.0,34.0,48.484848484848484
2329,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 5.0),22.0,21.0,51.162790697674424
2330,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 6.0),9.0,16.0,36.0
2331,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 7.0),1.0,9.0,10.0
2332,3.0,(df['Family'] >= 1) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 8.0),1.0,5.0,16.666666666666664
2333,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 0.0),334.0,2814.0,10.609911054637864
2334,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 1.0),300.0,1749.0,14.641288433382138
2335,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 2.0),272.0,933.0,22.57261410788382
2336,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 3.0),234.0,301.0,43.73831775700935
2337,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 4.0),160.0,164.0,49.382716049382715
2338,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 5.0),105.0,108.0,49.29577464788733
2339,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 6.0),62.0,108.0,36.470588235294116
2340,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 7.0),28.0,47.0,37.333333333333336
2341,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 8.0),12.0,15.0,44.44444444444444
2342,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 0) & (df['CCAvg'] >= 9.0),3.0,0.0,100.0
2343,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 0.0),39.0,341.0,10.263157894736842
2344,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 1.0),35.0,225.0,13.461538461538462
2345,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 2.0),32.0,122.0,20.77922077922078
2346,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 3.0),26.0,34.0,43.333333333333336
2347,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 4.0),22.0,17.0,56.41025641025641
2348,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 5.0),16.0,13.0,55.172413793103445
2349,3.0,(df['Family'] >= 2) & (df['Securities Account'] == 1) & (df['CCAvg'] >= 6.0),8.0,13.0,38.095238095238095
